,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salario
2046,persona_2046,43,F,Cajicá,2,5,0,5353
2047,persona_2047,46,M,Chía,2,0,2,1318
2048,persona_2048,29,M,Bogotá,1,9,2,2344
2049,persona_2049,58,M,Cajicá,2,10,1,3201
2050,persona_2050,42,F,Cota,3,10,0,3124
2051,persona_2051,33,M,Cajicá,0,2,2,3464
2052,persona_2052,46,F,Chía,0,5,2,5804
2053,persona_2053,40,F,Zipaquirá,1,6,1,2967
2054,persona_2054,43,M,Chía,0,8,2,1844
2055,persona_2055,33,F,Cajicá,3,3,1,913
2056,persona_2056,41,M,Cajicá,3,9,2,3607
2057,persona_2057,40,M,Chía,2,2,1,3810
2058,persona_2058,66,F,Cota,1,8,2,6263
2059,persona_2059,52,M,Cajicá,1,1,1,3980
2060,persona_2060,28,F,Cota,1,2,2,4792
2061,persona_2061,66,F,Cota,1,0,0,4575
2062,persona_2062,36,M,Cajicá,3,3,2,3363
2063,persona_2063,68,M,Chía,2,7,0,4346
2064,persona_2064,41,F,Bogotá,2,1,2,1951
2065,persona_2065,52,M,Chía,2,0,1,999
2066,persona_2066,30,F,Chía,0,1,0,5980
2067,persona_2067,53,F,Bogotá,2,1,2,2996
2068,persona_2068,30,M,Cajicá,3,8,2,1582
2069,persona_2069,39,F,Zipaquirá,0,0,2,2424
2070,persona_2070,60,M,Cota,0,7,0,6786
2071,persona_2071,57,M,Zipaquirá,1,1,0,3118
2072,persona_2072,23,M,Chía,1,5,1,3083
2073,persona_2073,39,M,Cota,2,1,0,2788
2074,persona_2074,54,F,Chía,1,3,2,3536
2075,persona_2075,32,M,Chía,3,7,2,2498
2076,persona_2076,61,M,Cajicá,2,5,1,2662
2077,persona_2077,39,F,Cota,3,6,1,4899
2078,persona_2078,47,M,Cota,0,3,0,1516
2079,persona_2079,57,M,Zipaquirá,3,0,0,1809
2080,persona_2080,36,F,Cota,3,9,2,1489
2081,persona_2081,52,M,Zipaquirá,2,1,1,1557
2082,persona_2082,57,F,Cota,3,1,2,1348
2083,persona_2083,62,F,Cajicá,2,6,0,5116
2084,persona_2084,60,F,Cajicá,2,8,1,2407
2085,persona_2085,67,F,Bogotá,2,2,0,1458
2086,persona_2086,55,M,Bogotá,3,6,2,2889
2087,persona_2087,20,F,Zipaquirá,0,1,0,5784
2088,persona_2088,38,F,Zipaquirá,1,4,1,2531
2089,persona_2089,37,M,Cota,3,10,1,1899
2090,persona_2090,47,M,Chía,3,9,2,6689
2091,persona_2091,64,F,Zipaquirá,2,3,0,3251
2092,persona_2092,50,M,Chía,3,9,0,5022
2093,persona_2093,33,M,Chía,2,8,2,5998
2094,persona_2094,45,M,Chía,3,5,1,2958
2095,persona_2095,50,M,Zipaquirá,2,5,1,5469
2096,persona_2096,20,F,Cajicá,3,5,1,5225
2097,persona_2097,55,F,Cota,2,7,1,1140
2098,persona_2098,34,M,Chía,2,2,1,1845
2099,persona_2099,44,F,Chía,2,9,0,6100
2100,persona_2100,20,M,Zipaquirá,1,1,0,3065
2101,persona_2101,27,M,Chía,3,9,1,2612
2102,persona_2102,64,F,Zipaquirá,1,1,0,4774
2103,persona_2103,29,F,Zipaquirá,0,7,1,6870
2104,persona_2104,26,M,Zipaquirá,2,1,0,5619
2105,persona_2105,41,M,Cota,2,9,2,6612
2106,persona_2106,32,F,Bogotá,1,10,1,5754
2107,persona_2107,28,F,Cota,0,0,2,4167
2108,persona_2108,47,F,Bogotá,3,10,1,1167
2109,persona_2109,46,F,Chía,2,2,0,4919
2110,persona_2110,40,M,Cota,0,7,2,3610
2111,persona_2111,66,M,Cota,1,2,0,6730
2112,persona_2112,39,F,Zipaquirá,2,1,0,6397
2113,persona_2113,23,F,Bogotá,1,2,1,3017
2114,persona_2114,70,M,Bogotá,1,5,0,5433
2115,persona_2115,67,M,Bogotá,3,5,0,4320
2116,persona_2116,42,M,Cajicá,3,6,2,3531
2117,persona_2117,63,M,Cota,0,1,0,4423
2118,persona_2118,24,F,Bogotá,0,7,2,5954
2119,persona_2119,60,F,Zipaquirá,2,5,0,2011
2120,persona_2120,61,M,Cota,0,10,2,4644
2121,persona_2121,44,M,Cajicá,3,4,0,2202
2122,persona_2122,50,M,Zipaquirá,1,1,1,5847
2123,persona_2123,69,F,Cajicá,1,10,1,4087
2124,persona_2124,53,F,Cota,1,4,0,1700
2125,persona_2125,21,F,Zipaquirá,1,5,0,3371
2126,persona_2126,58,F,Bogotá,2,3,0,4935
2127,persona_2127,43,M,Chía,0,5,2,5007
2128,persona_2128,66,M,Chía,1,4,2,7000
2129,persona_2129,36,F,Bogotá,1,4,2,6792
2130,persona_2130,54,F,Bogotá,1,3,0,4512
2131,persona_2131,36,M,Cota,2,4,0,5885
2132,persona_2132,33,M,Cajicá,1,6,2,3830
2133,persona_2133,31,M,Chía,1,3,1,3395
2134,persona_2134,41,M,Cota,1,6,0,6388
2135,persona_2135,40,F,Cajicá,2,8,1,6054
2136,persona_2136,28,M,Cajicá,1,10,1,5170
2137,persona_2137,46,F,Bogotá,3,3,1,6498
2138,persona_2138,50,M,Cota,2,0,1,4695
2139,persona_2139,30,M,Bogotá,3,2,1,1670
2140,persona_2140,51,M,Cota,0,0,2,6215
2141,persona_2141,51,M,Cota,3,2,2,1034
2142,persona_2142,30,F,Zipaquirá,0,2,1,4179
2143,persona_2143,54,F,Chía,0,2,2,1246
2144,persona_2144,65,F,Bogotá,2,6,1,5245
2145,persona_2145,56,M,Chía,1,7,1,2131
2146,persona_2146,50,M,Zipaquirá,0,10,0,5757
2147,persona_2147,70,F,Bogotá,3,5,2,2938
2148,persona_2148,68,F,Cajicá,1,4,0,4575
2149,persona_2149,62,F,Zipaquirá,1,7,2,5171
2150,persona_2150,64,M,Cajicá,3,3,1,2706
2151,persona_2151,28,M,Bogotá,1,7,1,5448
2152,persona_2152,50,M,Cota,2,1,1,2603
2153,persona_2153,44,F,Bogotá,1,4,1,6688
2154,persona_2154,20,F,Chía,0,0,0,5746
2155,persona_2155,41,F,Cajicá,2,2,2,5213
2156,persona_2156,26,M,Bogotá,0,2,1,1195
2157,persona_2157,51,F,Chía,0,8,0,4415
2158,persona_2158,62,M,Chía,3,1,2,1113
2159,persona_2159,60,M,Cajicá,0,3,1,2369
2160,persona_2160,67,F,Bogotá,2,8,0,5756
2161,persona_2161,40,M,Chía,0,9,0,4706
2162,persona_2162,35,F,Cajicá,3,1,1,2133
2163,persona_2163,44,F,Cajicá,1,10,0,2862
2164,persona_2164,44,F,Bogotá,1,3,1,1025
2165,persona_2165,21,F,Zipaquirá,1,2,2,5586
2166,persona_2166,70,F,Cota,1,6,0,6433
2167,persona_2167,24,M,Cota,2,1,1,4034
2168,persona_2168,43,F,Zipaquirá,2,1,2,1633
2169,persona_2169,59,M,Chía,2,1,1,3913
2170,persona_2170,46,M,Bogotá,2,7,0,2971
2171,persona_2171,69,F,Cajicá,0,7,2,4110
2172,persona_2172,66,F,Bogotá,1,3,1,3075
2173,persona_2173,62,M,Chía,0,7,0,6488
2174,persona_2174,23,F,Zipaquirá,2,0,0,1852
2175,persona_2175,51,M,Chía,2,3,1,3427
2176,persona_2176,65,M,Chía,0,3,1,6011
2177,persona_2177,44,M,Cota,1,0,1,1100
2178,persona_2178,62,M,Chía,3,5,1,3433
2179,persona_2179,65,M,Bogotá,0,0,0,1398
2180,persona_2180,57,M,Bogotá,1,5,1,4886
2181,persona_2181,21,F,Bogotá,1,7,0,1199
2182,persona_2182,40,M,Bogotá,0,4,0,2879
2183,persona_2183,41,F,Cota,2,0,1,1845
2184,persona_2184,27,M,Cota,2,10,0,4071
2185,persona_2185,51,F,Bogotá,1,8,2,6234
2186,persona_2186,56,M,Bogotá,1,4,0,1298
2187,persona_2187,29,M,Bogotá,2,1,2,3482
2188,persona_2188,54,F,Zipaquirá,3,10,0,4319
2189,persona_2189,46,F,Cajicá,2,4,1,2034
2190,persona_2190,35,M,Chía,0,2,0,2686
2191,persona_2191,48,M,Chía,0,7,0,4151
2192,persona_2192,69,F,Zipaquirá,2,9,0,908
2193,persona_2193,58,F,Bogotá,1,1,0,3067
2194,persona_2194,35,M,Cota,2,10,0,4813
2195,persona_2195,33,M,Zipaquirá,0,1,1,1220
2196,persona_2196,21,F,Zipaquirá,1,5,1,3166
2197,persona_2197,68,F,Cajicá,2,3,0,6319
2198,persona_2198,61,M,Zipaquirá,1,2,1,1064
2199,persona_2199,33,M,Zipaquirá,2,7,1,2059
2200,persona_2200,45,F,Cota,1,1,0,2749
2201,persona_2201,43,M,Zipaquirá,1,2,2,3126
2202,persona_2202,46,F,Cota,0,7,0,2693
2203,persona_2203,48,M,Cota,1,8,0,4316
2204,persona_2204,35,M,Cota,0,4,1,2852
2205,persona_2205,42,M,Cajicá,2,7,2,3385
2206,persona_2206,28,M,Cajicá,3,1,0,4722
2207,persona_2207,67,F,Zipaquirá,1,7,1,5614
2208,persona_2208,31,F,Chía,3,8,0,6879
2209,persona_2209,27,M,Zipaquirá,2,0,0,3174
2210,persona_2210,42,M,Bogotá,2,7,1,2951
2211,persona_2211,69,F,Bogotá,2,1,0,5064
2212,persona_2212,63,M,Cajicá,3,6,1,4675
2213,persona_2213,20,F,Bogotá,2,0,2,979
2214,persona_2214,54,M,Cota,3,5,2,1900
2215,persona_2215,47,F,Zipaquirá,3,4,0,1042
2216,persona_2216,59,F,Cota,3,8,0,5546
2217,persona_2217,24,F,Cota,3,4,0,4017
2218,persona_2218,69,F,Bogotá,2,2,1,3977
2219,persona_2219,46,F,Bogotá,2,3,0,4817
2220,persona_2220,22,F,Zipaquirá,2,3,0,1801
2221,persona_2221,62,F,Cota,2,5,1,5286
2222,persona_2222,33,F,Cajicá,2,7,0,2693
2223,persona_2223,57,M,Cota,3,5,2,1702
2224,persona_2224,60,F,Bogotá,1,0,0,6602
2225,persona_2225,38,F,Chía,1,2,2,2491
2226,persona_2226,53,M,Cota,0,5,1,1833
2227,persona_2227,46,F,Bogotá,1,1,0,5268
2228,persona_2228,54,F,Chía,3,2,1,2941
2229,persona_2229,41,M,Cota,1,4,0,5485
2230,persona_2230,43,M,Cota,2,8,1,3504
2231,persona_2231,58,M,Chía,0,3,2,1157
2232,persona_2232,25,F,Cota,3,2,2,3799
2233,persona_2233,67,M,Cota,1,9,1,4012
2234,persona_2234,50,F,Zipaquirá,1,6,0,5809
2235,persona_2235,56,M,Chía,2,7,2,1174
2236,persona_2236,28,M,Cajicá,3,8,1,4458
2237,persona_2237,42,M,Cota,0,10,1,3302
2238,persona_2238,67,F,Chía,3,1,2,6975
2239,persona_2239,27,F,Chía,0,3,2,5496
2240,persona_2240,48,F,Zipaquirá,2,10,0,5606
2241,persona_2241,55,M,Bogotá,1,3,2,2796
2242,persona_2242,51,M,Zipaquirá,1,9,0,3175
2243,persona_2243,43,F,Cajicá,2,9,0,4609
2244,persona_2244,65,F,Zipaquirá,2,10,2,2166
2245,persona_2245,42,F,Zipaquirá,2,10,0,3377
2246,persona_2246,35,M,Bogotá,3,2,1,4876
2247,persona_2247,36,M,Cota,0,8,0,6905
2248,persona_2248,42,F,Cota,1,4,0,6717
2249,persona_2249,63,M,Cajicá,1,0,0,5638
2250,persona_2250,48,M,Chía,1,2,2,2372
2251,persona_2251,53,M,Bogotá,2,9,0,3349
2252,persona_2252,55,M,Zipaquirá,3,7,0,2739
2253,persona_2253,63,F,Zipaquirá,3,8,1,5425
2254,persona_2254,22,F,Bogotá,0,5,2,3906
2255,persona_2255,33,F,Cota,3,3,1,5716
2256,persona_2256,47,F,Zipaquirá,2,6,1,1992
2257,persona_2257,44,M,Zipaquirá,1,2,2,5988
2258,persona_2258,25,F,Zipaquirá,0,0,2,2602
2259,persona_2259,29,M,Zipaquirá,2,2,0,3908
2260,persona_2260,66,M,Cota,0,6,0,3102
2261,persona_2261,54,M,Cota,2,0,1,3133
2262,persona_2262,60,F,Cajicá,2,3,1,3841
2263,persona_2263,42,M,Chía,0,6,0,6359
2264,persona_2264,51,F,Cota,3,0,1,2839
2265,persona_2265,40,M,Cajicá,3,8,0,5500
2266,persona_2266,66,F,Chía,0,7,2,4488
2267,persona_2267,27,M,Bogotá,1,3,0,5604
2268,persona_2268,20,F,Chía,2,1,0,4476
2269,persona_2269,47,M,Zipaquirá,1,3,0,5836
2270,persona_2270,35,F,Zipaquirá,3,4,1,4274
2271,persona_2271,33,M,Cajicá,3,6,1,5417
2272,persona_2272,66,M,Zipaquirá,0,1,1,3425
2273,persona_2273,64,M,Chía,3,9,2,4053
2274,persona_2274,54,M,Bogotá,2,7,1,5093
2275,persona_2275,45,M,Cota,0,2,2,3489
2276,persona_2276,36,F,Zipaquirá,1,5,2,4096
2277,persona_2277,53,M,Cajicá,1,6,1,2534
2278,persona_2278,33,M,Zipaquirá,0,1,1,3576
2279,persona_2279,36,F,Zipaquirá,3,1,2,999
2280,persona_2280,64,M,Cota,2,10,0,3538
2281,persona_2281,21,F,Cota,2,7,0,5019
2282,persona_2282,35,M,Bogotá,1,1,0,1175
2283,persona_2283,21,M,Zipaquirá,3,4,0,2085
2284,persona_2284,23,M,Zipaquirá,1,0,1,3281
2285,persona_2285,36,M,Chía,0,5,0,3255
2286,persona_2286,25,M,Cota,0,9,0,3355
2287,persona_2287,40,F,Chía,3,1,0,6092
2288,persona_2288,58,F,Chía,1,8,0,6157
2289,persona_2289,49,F,Chía,2,9,2,1110
2290,persona_2290,41,F,Cajicá,3,6,1,3881
2291,persona_2291,23,F,Cota,2,4,1,1393
2292,persona_2292,54,F,Cota,3,0,0,1410
2293,persona_2293,36,M,Cota,0,4,0,6873
2294,persona_2294,65,F,Bogotá,0,0,2,1200
2295,persona_2295,67,M,Bogotá,0,7,0,1635
2296,persona_2296,67,F,Cajicá,1,2,1,6121
2297,persona_2297,39,M,Cajicá,2,1,2,1013
2298,persona_2298,30,M,Cota,3,5,2,4723
2299,persona_2299,69,M,Zipaquirá,1,7,0,1034
2300,persona_2300,56,M,Bogotá,2,2,2,6262
2301,persona_2301,63,F,Bogotá,1,2,2,4958
2302,persona_2302,52,F,Cajicá,2,7,0,2652
2303,persona_2303,50,M,Zipaquirá,3,8,2,5925
2304,persona_2304,48,M,Zipaquirá,3,1,2,4617
2305,persona_2305,37,F,Bogotá,3,9,1,1627
2306,persona_2306,23,M,Cota,3,9,1,6747
2307,persona_2307,52,F,Cajicá,1,8,1,2037
2308,persona_2308,42,F,Cota,0,6,0,1190
2309,persona_2309,52,F,Zipaquirá,2,10,1,4061
2310,persona_2310,61,F,Bogotá,0,7,1,4508
2311,persona_2311,58,M,Cota,0,0,2,2061
2312,persona_2312,56,M,Zipaquirá,1,7,0,1396
2313,persona_2313,47,F,Zipaquirá,2,3,0,4670
2314,persona_2314,30,M,Cota,0,3,2,3654
2315,persona_2315,61,M,Zipaquirá,1,1,2,4191
2316,persona_2316,24,M,Cota,2,0,0,2553
2317,persona_2317,59,M,Chía,2,1,1,6896
2318,persona_2318,56,F,Cajicá,3,0,0,5738
2319,persona_2319,38,M,Cajicá,3,7,1,2831
2320,persona_2320,57,F,Chía,2,10,0,6965
2321,persona_2321,57,F,Cota,2,0,2,5679
2322,persona_2322,31,F,Zipaquirá,1,0,1,3612
2323,persona_2323,57,F,Cota,2,10,0,1884
2324,persona_2324,65,F,Cota,3,3,1,2058
2325,persona_2325,21,M,Chía,0,2,0,5541
2326,persona_2326,49,M,Bogotá,2,9,2,5515
2327,persona_2327,25,F,Chía,0,0,2,4481
2328,persona_2328,50,M,Chía,1,2,1,970
2329,persona_2329,63,M,Cajicá,1,2,1,1534
2330,persona_2330,68,F,Chía,0,5,2,2186
2331,persona_2331,35,F,Cota,2,6,2,4619
2332,persona_2332,56,M,Bogotá,0,6,1,6967
2333,persona_2333,53,M,Chía,0,0,1,5177
2334,persona_2334,50,F,Bogotá,1,6,0,6402
2335,persona_2335,25,F,Chía,0,8,1,2089
2336,persona_2336,54,M,Cajicá,1,8,0,2082
2337,persona_2337,40,F,Zipaquirá,3,7,1,2080
2338,persona_2338,33,F,Bogotá,1,4,2,3898
2339,persona_2339,25,F,Zipaquirá,1,6,2,2137
2340,persona_2340,22,F,Zipaquirá,1,1,1,2751
2341,persona_2341,33,F,Bogotá,3,7,2,6327
2342,persona_2342,22,M,Zipaquirá,3,8,1,5828
2343,persona_2343,58,F,Cajicá,0,3,1,1532
2344,persona_2344,56,M,Cota,3,8,1,4551
2345,persona_2345,22,F,Chía,0,2,1,1806
2346,persona_2346,56,M,Zipaquirá,0,7,1,943
2347,persona_2347,52,M,Cajicá,1,8,2,2336
2348,persona_2348,35,F,Cajicá,1,7,1,6391
2349,persona_2349,54,M,Zipaquirá,2,0,2,6536
2350,persona_2350,35,F,Chía,0,4,2,3045
2351,persona_2351,48,F,Bogotá,0,1,0,2589
2352,persona_2352,65,F,Bogotá,1,7,1,1025
2353,persona_2353,64,F,Chía,0,9,1,4096
2354,persona_2354,43,F,Cajicá,0,10,1,1395
2355,persona_2355,61,M,Cajicá,2,4,2,5242
2356,persona_2356,46,M,Zipaquirá,0,2,2,1286
2357,persona_2357,42,F,Cota,3,3,0,4783
2358,persona_2358,60,M,Cota,2,10,1,5813
2359,persona_2359,50,M,Zipaquirá,2,10,2,5198
2360,persona_2360,48,F,Cajicá,2,8,2,2959
2361,persona_2361,37,M,Bogotá,2,7,1,2606
2362,persona_2362,27,M,Bogotá,3,6,1,5570
2363,persona_2363,32,F,Chía,3,5,2,4517
2364,persona_2364,45,M,Zipaquirá,0,9,2,2132
2365,persona_2365,36,M,Chía,1,4,2,6001
2366,persona_2366,38,F,Chía,3,6,2,2140
2367,persona_2367,44,F,Zipaquirá,2,9,1,3990
2368,persona_2368,58,M,Bogotá,2,0,0,1797
2369,persona_2369,54,F,Cajicá,2,1,0,4265
2370,persona_2370,60,M,Cota,1,7,2,6139
2371,persona_2371,42,F,Zipaquirá,2,3,0,1070
2372,persona_2372,21,M,Cajicá,0,9,0,1412
2373,persona_2373,20,M,Chía,3,2,2,6901
2374,persona_2374,56,M,Cajicá,0,0,2,5503
2375,persona_2375,63,M,Cajicá,3,2,0,1429
2376,persona_2376,59,F,Zipaquirá,2,9,1,2351
2377,persona_2377,69,M,Chía,1,3,0,6299
2378,persona_2378,63,F,Chía,0,2,2,3057
2379,persona_2379,44,F,Bogotá,1,10,2,1361
2380,persona_2380,28,M,Cajicá,1,0,0,1954
2381,persona_2381,29,M,Cajicá,1,5,1,1611
2382,persona_2382,54,F,Cota,3,2,0,4047
2383,persona_2383,38,M,Chía,1,7,1,3108
2384,persona_2384,63,M,Zipaquirá,0,7,0,1324
2385,persona_2385,62,F,Bogotá,2,5,0,2457
2386,persona_2386,20,F,Cota,1,8,1,6776
2387,persona_2387,67,F,Chía,2,2,1,4447
2388,persona_2388,49,F,Cajicá,2,10,0,6721
2389,persona_2389,60,M,Cota,0,8,1,4032
2390,persona_2390,57,F,Bogotá,1,3,1,5080
2391,persona_2391,50,F,Cajicá,1,8,0,4108
2392,persona_2392,70,F,Bogotá,0,4,2,2470
2393,persona_2393,65,M,Cota,0,10,1,4153
2394,persona_2394,62,M,Bogotá,2,2,0,2236
2395,persona_2395,64,F,Zipaquirá,3,3,1,5618
2396,persona_2396,39,F,Zipaquirá,3,9,0,4834
2397,persona_2397,59,F,Cajicá,0,9,1,5234
2398,persona_2398,69,M,Chía,1,0,1,4291
2399,persona_2399,49,M,Zipaquirá,1,6,2,2351
2400,persona_2400,57,F,Cota,1,6,2,4218
2401,persona_2401,59,M,Cajicá,1,10,0,6114
2402,persona_2402,32,F,Cajicá,3,2,0,2916
2403,persona_2403,68,F,Cota,2,3,0,6202
2404,persona_2404,35,M,Cota,3,3,2,5506
2405,persona_2405,30,M,Bogotá,2,6,0,1934
2406,persona_2406,65,M,Chía,1,2,2,2283
2407,persona_2407,61,F,Bogotá,3,6,0,5244
2408,persona_2408,58,F,Bogotá,1,2,2,4651
2409,persona_2409,33,F,Bogotá,3,2,1,3147
2410,persona_2410,68,M,Bogotá,2,8,0,5155
2411,persona_2411,27,M,Bogotá,0,0,0,4320
2412,persona_2412,25,F,Cota,2,1,1,2446
2413,persona_2413,29,F,Cota,0,1,1,4445
2414,persona_2414,45,M,Cajicá,3,3,2,6088
2415,persona_2415,52,M,Bogotá,0,10,1,6558
2416,persona_2416,59,M,Cajicá,3,9,0,2557
2417,persona_2417,48,M,Cota,0,6,0,4016
2418,persona_2418,67,M,Zipaquirá,3,0,0,3493
2419,persona_2419,31,M,Zipaquirá,2,2,0,2411
2420,persona_2420,22,M,Bogotá,1,2,1,1683
2421,persona_2421,40,F,Zipaquirá,2,1,1,948
2422,persona_2422,64,F,Chía,3,4,1,4690
2423,persona_2423,67,M,Zipaquirá,2,2,1,3885
2424,persona_2424,27,M,Zipaquirá,1,3,1,1511
2425,persona_2425,26,M,Zipaquirá,3,2,2,949
2426,persona_2426,65,F,Bogotá,0,0,2,4605
2427,persona_2427,69,M,Cajicá,2,9,2,4926
2428,persona_2428,46,F,Bogotá,1,5,2,6757
2429,persona_2429,38,M,Chía,2,5,1,6583
2430,persona_2430,68,M,Chía,3,10,0,935
2431,persona_2431,26,M,Cota,3,2,2,4517
2432,persona_2432,30,M,Chía,2,0,1,3392
2433,persona_2433,33,F,Chía,3,8,0,2839
2434,persona_2434,25,M,Cajicá,1,8,1,2998
2435,persona_2435,45,F,Cota,2,10,2,5319
2436,persona_2436,51,M,Zipaquirá,0,3,1,3382
2437,persona_2437,48,M,Cota,3,8,2,6145
2438,persona_2438,41,M,Bogotá,2,3,2,3400
2439,persona_2439,47,M,Cajicá,1,8,1,5212
2440,persona_2440,56,M,Zipaquirá,2,1,1,3318
2441,persona_2441,49,F,Bogotá,0,10,2,4908
2442,persona_2442,58,M,Bogotá,0,3,1,4289
2443,persona_2443,64,M,Zipaquirá,2,7,0,1798
2444,persona_2444,55,F,Cota,2,7,2,1794
2445,persona_2445,41,M,Chía,2,3,0,3102
2446,persona_2446,25,F,Cajicá,0,6,1,2595
2447,persona_2447,48,M,Chía,1,2,2,1544
2448,persona_2448,53,M,Cajicá,3,6,2,2715
2449,persona_2449,34,F,Chía,0,9,1,6885
2450,persona_2450,20,F,Zipaquirá,0,8,0,966
2451,persona_2451,54,F,Chía,3,6,1,3492
2452,persona_2452,59,M,Bogotá,1,0,1,5215
2453,persona_2453,69,M,Cota,2,9,1,5911
2454,persona_2454,22,F,Bogotá,0,9,1,6554
2455,persona_2455,70,F,Zipaquirá,3,3,0,5498
2456,persona_2456,37,F,Cota,3,5,1,2284
2457,persona_2457,48,M,Cota,0,9,0,4059
2458,persona_2458,32,F,Chía,3,5,2,4088
2459,persona_2459,56,M,Chía,0,3,2,4090
2460,persona_2460,32,F,Cota,3,8,1,4168
2461,persona_2461,35,M,Chía,3,7,0,6327
2462,persona_2462,67,M,Cajicá,3,7,2,4360
2463,persona_2463,70,F,Cota,1,10,1,5995
2464,persona_2464,23,M,Cota,1,6,2,4839
2465,persona_2465,20,F,Cota,0,6,2,4824
2466,persona_2466,63,M,Zipaquirá,2,2,0,5932
2467,persona_2467,36,M,Cota,3,10,2,6707
2468,persona_2468,33,M,Bogotá,1,3,0,1227
2469,persona_2469,40,M,Bogotá,3,6,0,6850
2470,persona_2470,21,M,Cota,3,1,2,4124
2471,persona_2471,43,F,Cajicá,1,5,0,1482
2472,persona_2472,49,F,Chía,3,7,1,5541
2473,persona_2473,20,M,Cajicá,2,9,0,4818
2474,persona_2474,26,F,Zipaquirá,0,7,0,6487
2475,persona_2475,46,F,Cota,3,7,1,5596
2476,persona_2476,62,F,Cota,2,9,0,1819
2477,persona_2477,55,M,Cajicá,2,6,1,1849
2478,persona_2478,60,M,Cota,0,5,1,5232
2479,persona_2479,34,F,Zipaquirá,2,0,0,996
2480,persona_2480,46,F,Cajicá,0,2,1,1217
2481,persona_2481,22,M,Cajicá,1,4,1,1513
2482,persona_2482,31,M,Cajicá,1,5,2,1123
2483,persona_2483,63,M,Cajicá,2,7,2,5813
2484,persona_2484,23,F,Cajicá,3,4,2,3819
2485,persona_2485,33,M,Cota,1,4,0,3659
2486,persona_2486,53,M,Zipaquirá,0,6,1,6139
2487,persona_2487,32,F,Cajicá,3,2,2,2196
2488,persona_2488,29,F,Zipaquirá,2,10,1,5168
2489,persona_2489,54,F,Chía,2,8,1,4029
2490,persona_2490,35,M,Chía,2,9,0,1784
2491,persona_2491,66,F,Cota,1,7,0,6226
2492,persona_2492,21,M,Cota,3,9,1,3261
2493,persona_2493,38,F,Zipaquirá,2,8,2,3171
2494,persona_2494,54,F,Cota,0,7,1,2289
2495,persona_2495,33,M,Zipaquirá,1,9,1,4988
2496,persona_2496,64,F,Cajicá,3,1,2,3877
2497,persona_2497,21,F,Cajicá,2,4,1,3700
2498,persona_2498,39,M,Zipaquirá,1,8,1,4825
2499,persona_2499,61,M,Cajicá,1,7,0,2791
2500,persona_2500,64,M,Chía,1,0,2,5270
2501,persona_2501,30,F,Chía,0,4,0,2930
2502,persona_2502,26,M,Cajicá,1,10,0,4624
2503,persona_2503,59,F,Cajicá,2,8,2,2916
2504,persona_2504,50,F,Cajicá,2,9,2,5490
2505,persona_2505,36,F,Bogotá,2,6,2,4529
2506,persona_2506,36,M,Zipaquirá,1,10,1,2611
2507,persona_2507,26,M,Zipaquirá,2,2,1,5263
2508,persona_2508,53,F,Zipaquirá,2,1,2,5511
2509,persona_2509,30,F,Cota,1,9,0,1026
2510,persona_2510,29,M,Zipaquirá,1,3,1,5616
2511,persona_2511,62,M,Cajicá,3,5,0,2577
2512,persona_2512,55,M,Cota,0,2,2,5350
2513,persona_2513,44,F,Zipaquirá,3,5,2,3849
2514,persona_2514,67,M,Bogotá,3,2,1,4726
2515,persona_2515,49,M,Cajicá,0,2,2,2207
2516,persona_2516,56,M,Zipaquirá,2,10,0,4862
2517,persona_2517,36,M,Chía,3,3,1,1038
2518,persona_2518,49,F,Chía,1,7,1,4465
2519,persona_2519,54,F,Cota,1,7,1,3492
2520,persona_2520,67,M,Cajicá,1,2,0,2988
2521,persona_2521,54,F,Chía,3,6,1,5875
2522,persona_2522,37,F,Zipaquirá,1,1,0,1628
2523,persona_2523,62,M,Chía,0,1,0,2345
2524,persona_2524,22,M,Zipaquirá,2,9,0,3593
2525,persona_2525,25,F,Cota,2,8,0,3920
2526,persona_2526,54,M,Cajicá,3,7,0,5907
2527,persona_2527,46,F,Zipaquirá,0,2,1,1533
2528,persona_2528,22,M,Cajicá,1,1,0,1210
2529,persona_2529,58,F,Bogotá,1,2,2,3873
2530,persona_2530,35,F,Zipaquirá,0,1,1,2514
2531,persona_2531,24,F,Chía,2,10,0,4404
2532,persona_2532,40,M,Bogotá,3,6,2,4073
2533,persona_2533,32,M,Cota,0,10,2,4267
2534,persona_2534,38,M,Chía,3,8,0,5397
2535,persona_2535,47,F,Zipaquirá,2,1,2,6812
2536,persona_2536,32,F,Cota,1,0,0,6930
2537,persona_2537,30,M,Cajicá,3,6,1,2752
2538,persona_2538,52,F,Chía,1,0,1,2518
2539,persona_2539,55,F,Bogotá,1,4,1,1554
2540,persona_2540,49,M,Zipaquirá,3,10,2,2090
2541,persona_2541,53,F,Cota,2,8,0,6062
2542,persona_2542,41,F,Cota,0,2,2,2171
2543,persona_2543,28,M,Cajicá,3,2,0,1847
2544,persona_2544,35,M,Cota,1,8,1,4152
2545,persona_2545,54,F,Cota,3,0,0,3889
2546,persona_2546,34,M,Bogotá,2,3,1,5158
2547,persona_2547,68,M,Zipaquirá,1,7,0,4350
2548,persona_2548,66,M,Cota,1,5,0,2767
2549,persona_2549,44,M,Zipaquirá,1,6,2,1815
2550,persona_2550,48,M,Cota,3,1,1,5722
2551,persona_2551,46,M,Zipaquirá,0,7,0,3376
